title_en,title,title_curto,averageStar,quantity,tradeAmount,wishedCount,tradeAmount_num,category,pet_type
"pet supplies small pillow, soft universal pillow for cats and dogs, u-shaped cervical vertebra pet toy","pet supplies small pillow, soft universal pillow for cats and dogs, u-shaped cervical vertebra pet toy","pet supplies small pillow,",0.0,11,4 sold,1,4.0,Brinquedos,Cachorro
pet supplies teeth shedding hair flea lice removal brush stainlesssteel comb deworming opening knots dog cat grooming comb,pet supplies teeth shedding hair flea lice removal brush stainlesssteel comb deworming opening knots dog cat grooming comb,pet supplies teeth shedding,4.8,68,282 sold,217,282.0,Higiene,Cachorro
pet teddy bear soundmaking toy plush interactive dog toys grinding cleaning teeth anti bite abreact plaything bear pets supplies,pet teddy bear soundmaking toy plush interactive dog toys grinding cleaning teeth anti bite abreact plaything bear pets supplies,pet teddy bear soundmaking,4.5,207,900+ sold,411,900.0,Brinquedos,Cachorro
pet tent bed cats house supplies products accessories warm cushions furniture sofa basket beds winter clamshell kitten tents cat,pet tent bed cats house supplies products accessories warm cushions furniture sofa basket beds winter clamshell kitten tents cat,pet tent bed cats,4.8,893,"3,000+ sold",11483,3000.0,Conforto,Gato
pet throwing stick dog hand throwing ball toys tennis ball launcher pole outdoor activities dogs training toys pet supplies,pet throwing stick dog hand throwing ball toys tennis ball launcher pole outdoor activities dogs training toys pet supplies,pet throwing stick dog,5.0,32,46 sold,6,46.0,Brinquedos,Cachorro
pet tick removal stainless steel tweezers flea remover hook rustproof tick puller mite flea extractor pet grooming supplies,pet tick removal stainless steel tweezers flea remover hook rustproof tick puller mite flea extractor pet grooming supplies,pet tick removal stainless,5.0,100,15 sold,6,15.0,Higiene,Outros
pet toilet small dog and dog urine cleaning supplies cat and dog pet bedpan tray cat shampoo bedpan pet cleaning supplies,pet toilet small dog and dog urine cleaning supplies cat and dog pet bedpan tray cat shampoo bedpan pet cleaning supplies,pet toilet small dog,3.0,11,10 sold,13,10.0,Conforto,Cachorro
"pet tooth cleansing finger set for cleaning teeth: dog brushes, cleanses teeth, eliminates bad breath, cat mouth cleansing wipes","pet tooth cleansing finger set for cleaning teeth: dog brushes, cleanses teeth, eliminates bad breath, cat mouth cleansing wipes",pet tooth cleansing finger,5.0,99,11 sold,7,11.0,Higiene,Cachorro
pet toothbrush round head remove bad breath tartar teeth care soft brush dog cat oral cleaning tool small pets cleaning supplies,pet toothbrush round head remove bad breath tartar teeth care soft brush dog cat oral cleaning tool small pets cleaning supplies,pet toothbrush round head,5.0,4,48 sold,18,48.0,Higiene,Cachorro
pet toothbrush set pet supplies dog toothpaste toothbrush oral care set for cats and dogs vanilla beef finger toothbrush set c05,pet toothbrush set pet supplies dog toothpaste toothbrush oral care set for cats and dogs vanilla beef finger toothbrush set c05,pet toothbrush set pet,4.4,159910,46 sold,79,46.0,Higiene,Cachorro
pet toothbrush stick dog toy for medium large dog interactive bone chew toys bite resistant teeth clean labrador beagle supplies,pet toothbrush stick dog toy for medium large dog interactive bone chew toys bite resistant teeth clean labrador beagle supplies,pet toothbrush stick dog,0.0,153,3 sold,2,3.0,Brinquedos,Cachorro
pet toy cute pink pig squeeze squeaky sound soft rubber mini toy chew interactive games training funny toy pet supplies 10pcs,pet toy cute pink pig squeeze squeaky sound soft rubber mini toy chew interactive games training funny toy pet supplies 10pcs,pet toy cute pink,5.0,220,121 sold,426,121.0,Brinquedos,Outros
pet toy dog teething stick leaky food molar stick dogs clean care oral toothbrush pet training gnawing  interactive supplies,pet toy dog teething stick leaky food molar stick dogs clean care oral toothbrush pet training gnawing  interactive supplies,pet toy dog teething,5.0,2016,34 sold,15,34.0,Brinquedos,Cachorro
pet toy food leakage tumbler feeder treat ball cute little mouse toys interactive toy for cat food slow feeding supplies,pet toy food leakage tumbler feeder treat ball cute little mouse toys interactive toy for cat food slow feeding supplies,pet toy food leakage,4.4,23,88 sold,79,88.0,Brinquedos,Gato
pet toy interactive cat toys funny cat stick spring rope ball plush toy interactive play training toys cats supplies,pet toy interactive cat toys funny cat stick spring rope ball plush toy interactive play training toys cats supplies,pet toy interactive cat,4.8,184,306 sold,271,306.0,Brinquedos,Gato
pet toy plush sounding pentagram toy pet playing fun dog toys cat toys pet supplies,pet toy plush sounding pentagram toy pet playing fun dog toys cat toys pet supplies,pet toy plush sounding,4.9,327,134 sold,61,134.0,Brinquedos,Cachorro
pet toy ring cleaning teeth bones dogs bones toys for pet puppy supplies pets chewing toy snack food treats,pet toy ring cleaning teeth bones dogs bones toys for pet puppy supplies pets chewing toy snack food treats,pet toy ring cleaning,4.9,18,92 sold,284,92.0,Brinquedos,Cachorro
pet toy rustle sound catnip toy cat supplies pet cute cat toys kitten teeth grinding cat plush thumb pillow pet products gatos,pet toy rustle sound catnip toy cat supplies pet cute cat toys kitten teeth grinding cat plush thumb pillow pet products gatos,pet toy rustle sound,4.8,114,364 sold,63,364.0,Brinquedos,Gato
pet toy set cat toy set with catmint kitten plush catnip toy with scent cat mini catnip chewing toy teeth grinding pet supplies,pet toy set cat toy set with catmint kitten plush catnip toy with scent cat mini catnip chewing toy teeth grinding pet supplies,pet toy set cat,4.8,522,500+ sold,505,500.0,Brinquedos,Gato
pet toys for small dogs rubber pacifier ring shape bite resistant dog toy puppy teeth cleaning chew training toys pet supplies,pet toys for small dogs rubber pacifier ring shape bite resistant dog toy puppy teeth cleaning chew training toys pet supplies,pet toys for small,4.8,39872,55 sold,78,55.0,Brinquedos,Cachorro
pet toys for small dogs rubber resistance to bite dog toy teeth cleaning chew training toys pet supplies puppy dogs,pet toys for small dogs rubber resistance to bite dog toy teeth cleaning chew training toys pet supplies puppy dogs,pet toys for small,4.6,59,349 sold,159,349.0,Brinquedos,Cachorro
pet toys plush soundmaking dog supplies durable and bite resistant fox and squirrel pet toys,pet toys plush soundmaking dog supplies durable and bite resistant fox and squirrel pet toys,pet toys plush soundmaking,4.6,3028,177 sold,101,177.0,Brinquedos,Cachorro
pet toys plush squeaky toy bite-resistant clean dog chew puppy training toy soft banana bone vegetable fruit pet supplies,pet toys plush squeaky toy bite-resistant clean dog chew puppy training toy soft banana bone vegetable fruit pet supplies,pet toys plush squeaky,5.0,118,28 sold,47,28.0,Brinquedos,Cachorro
pet toys sensory balls for dog textured hand touch ball soft massage ball pet supplies dog accessories dog bite resistant toy,pet toys sensory balls for dog textured hand touch ball soft massage ball pet supplies dog accessories dog bite resistant toy,pet toys sensory balls,4.4,78,700+ sold,800,700.0,Brinquedos,Cachorro
pet toys vocal cute cartoon toys anti-bite teething latex toys pet rubber puppy anti-bite interactive toys pet supplies,pet toys vocal cute cartoon toys anti-bite teething latex toys pet rubber puppy anti-bite interactive toys pet supplies,pet toys vocal cute,0.0,26,2 sold,0,2.0,Brinquedos,Cachorro
pet traction belt dog chain chest belt small and medium-sized dog dynamic rope pet traction supplies,pet traction belt dog chain chest belt small and medium-sized dog dynamic rope pet traction supplies,pet traction belt dog,4.4,10025,49 sold,63,49.0,Outros,Cachorro
pet training clicker professional grooming tools dog trainer obedience agility tool wrist strap animal supplies,pet training clicker professional grooming tools dog trainer obedience agility tool wrist strap animal supplies,pet training clicker professional,0.0,100,17 sold,9,17.0,Conforto,Cachorro
pet training supplies click sound clicker dog supplies training sounder clicker sound guide durable training clicker for dog,pet training supplies click sound clicker dog supplies training sounder clicker sound guide durable training clicker for dog,pet training supplies click,4.9,56,87 sold,46,87.0,Outros,Cachorro
pet treat balls with rope interactive dog rubber leaking balls toy for small large dogs chewing bite resistant toys pet supplies,pet treat balls with rope interactive dog rubber leaking balls toy for small large dogs chewing bite resistant toys pet supplies,pet treat balls with,4.8,193,600+ sold,330,600.0,Brinquedos,Cachorro
pet two-ended traction rope one drag two traction rope dog chain dog rope anti-winding night reflective dog walking pet supplies,pet two-ended traction rope one drag two traction rope dog chain dog rope anti-winding night reflective dog walking pet supplies,pet two-ended traction rope,4.6,42,241 sold,131,241.0,Outros,Cachorro
pet waste bag dispenser for dog waste bag holder plastic garbage bag dispenser carrier case dog pet 1 roll waste poop bags,pet waste bag dispenser for dog waste bag holder plastic garbage bag dispenser carrier case dog pet 1 roll waste poop bags,pet waste bag dispenser,4.5,136,81 sold,34,81.0,Outros,Cachorro
pet waste picker travel outdoor poop spoon cleaning pickup removal jig cleaning tools pet cleaning supplies,pet waste picker travel outdoor poop spoon cleaning pickup removal jig cleaning tools pet cleaning supplies,pet waste picker travel,5.0,28,23 sold,81,23.0,Higiene,Pássaro
pet wrap tape anti-dirty paw bandage adhesive elastic bandages self adhesive protective foot breathable tape classic dog supply,pet wrap tape anti-dirty paw bandage adhesive elastic bandages self adhesive protective foot breathable tape classic dog supply,pet wrap tape anti-dirty,5.0,33,37 sold,26,37.0,Outros,Cachorro
petkit pet automatic feeder filter cat water fountain 5pcs filter 3.0 cat health water fountain replacement filters pet supplies,petkit pet automatic feeder filter cat water fountain 5pcs filter 3.0 cat health water fountain replacement filters pet supplies,petkit pet automatic feeder,4.4,59,373 sold,199,373.0,Alimentação,Gato
petkit portable pet dog waste poop bags dispenser leash clip&biodegradable waste bags for outdoor walking handle dog accessories,petkit portable pet dog waste poop bags dispenser leash clip&biodegradable waste bags for outdoor walking handle dog accessories,petkit portable pet dog,4.9,5,43 sold,69,43.0,Acessórios,Cachorro
petkit smart feeder desiccant for cat dog pets smart automatic feeder cat bowl dog automatic feeder desiccant pet supplies,petkit smart feeder desiccant for cat dog pets smart automatic feeder cat bowl dog automatic feeder desiccant pet supplies,petkit smart feeder desiccant,5.0,964,45 sold,15,45.0,Alimentação,Cachorro
pets dog chew stuffed funny dinosaur shape cats corn wool vocal toy apply to training exercise simulation animal chihuahua toys,pets dog chew stuffed funny dinosaur shape cats corn wool vocal toy apply to training exercise simulation animal chihuahua toys,pets dog chew stuffed,4.8,109,700+ sold,455,700.0,Brinquedos,Cachorro
pets dog toys screaming chicken sound toy puppy bite resistant chew toy interactive squeaky dog toy puppy dog accessories,pets dog toys screaming chicken sound toy puppy bite resistant chew toy interactive squeaky dog toy puppy dog accessories,pets dog toys screaming,4.699999999999999,78,327 sold441 sold,432,768.0,Brinquedos,Cachorro
pets dog wart remover natural painless animal warts eliminate warts skin liquid pet care moles cleaning supplies treatment e8p5,pets dog wart remover natural painless animal warts eliminate warts skin liquid pet care moles cleaning supplies treatment e8p5,pets dog wart remover,0.0,73,5 sold,1,5.0,Alimentação,Cachorro
pets stainless steel grooming brush two-sided shedding and dematting undercoat rake comb for dog cat remove knots tangles easily,pets stainless steel grooming brush two-sided shedding and dematting undercoat rake comb for dog cat remove knots tangles easily,pets stainless steel grooming,4.8,449,"1,000+ sold",2464,1000.0,Conforto,Cachorro
pets supplies canvas garbage bags poop bag dispenser portable dog poop waste bag holder outdoor puppy cat pick up organizer,pets supplies canvas garbage bags poop bag dispenser portable dog poop waste bag holder outdoor puppy cat pick up organizer,pets supplies canvas garbage,4.8,328,220 sold,156,220.0,Outros,Cachorro
pets tartar control kit for dogs contains toothpaste toothbrush and fingerbrush 4-piece dental care kit for pet teeth cleaning,pets tartar control kit for dogs contains toothpaste toothbrush and fingerbrush 4-piece dental care kit for pet teeth cleaning,pets tartar control kit,5.0,40,294 sold,144,294.0,Higiene,Cachorro
"petsafe 2 gallon automatic water fountain for cats, dogs - with pump, filter, dishwasher safe","petsafe 2 gallon automatic water fountain for cats, dogs - with pump, filter, dishwasher safe",petsafe 2 gallon automatic,0.0,300,0 sold,0,0.0,Conforto,Cachorro
pink purple corduroy dog collar and leash set for dogs custom engraved nameplate pet supplies dog leash corduroy10,pink purple corduroy dog collar and leash set for dogs custom engraved nameplate pet supplies dog leash corduroy10,pink purple corduroy dog,5.0,27440,53 sold,444,53.0,Acessórios,Cachorro
plastic cat litter scoop pet care sand waste scooper shovel hollow cleaning tool hollow style lightweight durable easy to clean,plastic cat litter scoop pet care sand waste scooper shovel hollow cleaning tool hollow style lightweight durable easy to clean,plastic cat litter scoop,4.7,61,135 sold,47,135.0,Higiene,Gato
plastic catnip ball natural safe catnip balls toy with transparent cover cats catnip balls toy rotatable for pet treats supplies,plastic catnip ball natural safe catnip balls toy with transparent cover cats catnip balls toy rotatable for pet treats supplies,plastic catnip ball natural,4.7,105,81 sold,74,81.0,Brinquedos,Gato
plush ball cat dog toy rainbow bell ball pet supplies mute ball christmas catnip ball interactive cat toy cat plush cat stuff,plush ball cat dog toy rainbow bell ball pet supplies mute ball christmas catnip ball interactive cat toy cat plush cat stuff,plush ball cat dog,5.0,7,60 sold,81,60.0,Brinquedos,Cachorro
plush cartoon puppy dog toy pet dog chew squeak toys for small dogs teeth grinding pet products dog accessories,plush cartoon puppy dog toy pet dog chew squeak toys for small dogs teeth grinding pet products dog accessories,plush cartoon puppy dog,4.6,437,"2,000+ sold",1333,2000.0,Brinquedos,Cachorro
plush dog bed mat cat beds with zipper remolvable pet mattress for dog sleeping mat washable warmth preservation pet bed sofa,plush dog bed mat cat beds with zipper remolvable pet mattress for dog sleeping mat washable warmth preservation pet bed sofa,plush dog bed mat,4.7,141,17 sold,43,17.0,Brinquedos,Cachorro
plush dog chew toys funny bone squeaky interactive dogs toy for pets teeth cleaning supplies,plush dog chew toys funny bone squeaky interactive dogs toy for pets teeth cleaning supplies,plush dog chew toys,4.7,12,22 sold,10,22.0,Brinquedos,Cachorro
plush dog toy animals shape bite resistant squeaky toys corduroy dog toys for small large dogs puppy pets training accessories,plush dog toy animals shape bite resistant squeaky toys corduroy dog toys for small large dogs puppy pets training accessories,plush dog toy animals,4.8,11547,"2,000+ sold",5836,2000.0,Brinquedos,Cachorro
plush dog toy dinosaur shaped interactive squeaky toys for small large pets tooth cleaning chew toy  accessories,plush dog toy dinosaur shaped interactive squeaky toys for small large pets tooth cleaning chew toy  accessories,plush dog toy dinosaur,4.6,44,263 sold,95,263.0,Brinquedos,Cachorro
plush dog toy tropical sea series squid/seahorse/shark/ crab soft squeaky toys small large dogs puppy pets training accessories,plush dog toy tropical sea series squid/seahorse/shark/ crab soft squeaky toys small large dogs puppy pets training accessories,plush dog toy tropical,4.9,142,94 sold,296,94.0,Brinquedos,Cachorro
plush dog toys carrot pulling interactive training toys for small medium dogs cats bite resistant puppy chew toy pet supplies,plush dog toys carrot pulling interactive training toys for small medium dogs cats bite resistant puppy chew toy pet supplies,plush dog toys carrot,4.2,229,"1,000+ sold",1304,1000.0,Brinquedos,Cachorro
plush dog toys for small large pets donkey shaped squeaky  bite resistant chew toy dog ropes molar teeth cleaning supplies,plush dog toys for small large pets donkey shaped squeaky  bite resistant chew toy dog ropes molar teeth cleaning supplies,plush dog toys for,4.9,37,140 sold,48,140.0,Brinquedos,Cachorro
plush dog toys interactive squeaky durable stuffed cotton rope pet puppy toys teeth cleaning embroidery parrot pet supplies,plush dog toys interactive squeaky durable stuffed cotton rope pet puppy toys teeth cleaning embroidery parrot pet supplies,plush dog toys interactive,5.0,27,88 sold,47,88.0,Brinquedos,Cachorro
plush dog vocal toy ball funny interactive pet toys with bells cleaning tooth chew toy for small large dogs cats puppy plaything,plush dog vocal toy ball funny interactive pet toys with bells cleaning tooth chew toy for small large dogs cats puppy plaything,plush dog vocal toy,4.85,9,283 sold322 sold,218,605.0,Brinquedos,Cachorro
plush mouse cat toy soft long-haired tail mice mouse for cats funny kitten toy pet cats training game cat supplies,plush mouse cat toy soft long-haired tail mice mouse for cats funny kitten toy pet cats training game cat supplies,plush mouse cat toy,4.7,148,174 sold,79,174.0,Brinquedos,Gato
plush pet dog toys interactive pet ball toys with bells dog chewing ball cleaning tooth dog chew toy for dogs pet supplies,plush pet dog toys interactive pet ball toys with bells dog chewing ball cleaning tooth dog chew toy for dogs pet supplies,plush pet dog toys,4.8,115,348 sold,228,348.0,Brinquedos,Cachorro
"plush round dog bed for winter, soft and comfortable pet supplies dog accessories","plush round dog bed for winter, soft and comfortable pet supplies dog accessories",plush round dog bed,4.6,5808,700+ sold,448,700.0,Brinquedos,Cachorro
poop bag dispenser for dogs cartoon avocado fruit dog toilet garbage bag dispenser walking their dogs outdoors pet supplies,poop bag dispenser for dogs cartoon avocado fruit dog toilet garbage bag dispenser walking their dogs outdoors pet supplies,poop bag dispenser for,0.0,15,0 sold,1,0.0,Outros,Cachorro
popcorn shape cat tunnel tube play tent cat toy indoor puppy for exercising hiding training pet interactive reliever supplies,popcorn shape cat tunnel tube play tent cat toy indoor puppy for exercising hiding training pet interactive reliever supplies,popcorn shape cat tunnel,5.0,946,37 sold,79,37.0,Brinquedos,Cachorro
portable 2 in 1 pet dog water bottle dispenser for small dogs cats walking leakproof feeder containers bowl chihuahua supplies,portable 2 in 1 pet dog water bottle dispenser for small dogs cats walking leakproof feeder containers bowl chihuahua supplies,portable 2 in 1,5.0,105,22 sold,25,22.0,Alimentação,Cachorro
portable 450ml dog pet bowl outdoor travel dog accessories dog water bottle bowls pet supplies for dogs,portable 450ml dog pet bowl outdoor travel dog accessories dog water bottle bowls pet supplies for dogs,portable 450ml dog pet,0.0,44,15 sold,19,15.0,Alimentação,Cachorro
portable backpack for dogs and cats traveling out shoulder breathable cat backpack travel out and four legs small dog backpacks,portable backpack for dogs and cats traveling out shoulder breathable cat backpack travel out and four legs small dog backpacks,portable backpack for dogs,0.0,11988,0 sold,1,0.0,Outros,Cachorro
portable car pet fence dog safety isolation net children travel rail barrier mesh puppy stockade anti-collision net pet supplies,portable car pet fence dog safety isolation net children travel rail barrier mesh puppy stockade anti-collision net pet supplies,portable car pet fence,4.8,70,70 sold,64,70.0,Outros,Cachorro
portable dog cat water bottle with storage food and water container for puppy pets feeder bowl outdoor travel pet drinking bowls,portable dog cat water bottle with storage food and water container for puppy pets feeder bowl outdoor travel pet drinking bowls,portable dog cat water,4.0,14102,41 sold,26,41.0,Alimentação,Cachorro
"portable dog crate, soft puppy travel crate 32""x 23""x 23""foldable pet kennel","portable dog crate, soft puppy travel crate 32""x 23""x 23""foldable pet kennel","portable dog crate, soft",0.0,20,0 sold,9,0.0,Outros,Cachorro
portable dog poop bags dispenser trash sack case carrier outdoor garbage storag box for cat puppy pet waste bag holder supplies,portable dog poop bags dispenser trash sack case carrier outdoor garbage storag box for cat puppy pet waste bag holder supplies,portable dog poop bags,4.9,1928,90 sold,44,90.0,Outros,Cachorro
portable dog poop bags pet dog poop bags dispenser puppy pick up poop bag holder pet dog accessories dog bags,portable dog poop bags pet dog poop bags dispenser puppy pick up poop bag holder pet dog accessories dog bags,portable dog poop bags,4.8,23,52 sold,649,52.0,Outros,Cachorro
portable dog poop biodegradable bag dispenser pouch pet puppy cat pick up poop bag holder pets supplies garbage bags,portable dog poop biodegradable bag dispenser pouch pet puppy cat pick up poop bag holder pets supplies garbage bags,portable dog poop biodegradable,4.8,18,97 sold,4386,97.0,Outros,Cachorro
portable dog poop biodegradable bag dispenser pouch pets cats pick up poop bags holder pets supplies garbage bags cleaning tools,portable dog poop biodegradable bag dispenser pouch pets cats pick up poop bags holder pets supplies garbage bags cleaning tools,portable dog poop biodegradable,5.0,22,82 sold,24,82.0,Higiene,Cachorro
portable dog training treat bag reflective puppy snack reward waist bag pet feed pocket walking snack pouch detachable supplies,portable dog training treat bag reflective puppy snack reward waist bag pet feed pocket walking snack pouch detachable supplies,portable dog training treat,4.8,59,479 sold,292,479.0,Alimentação,Cachorro
portable dog treat bag tactical durable lightweight food pet pouch with rotatable carabiner for puppy pet supplies,portable dog treat bag tactical durable lightweight food pet pouch with rotatable carabiner for puppy pet supplies,portable dog treat bag,5.0,323,56 sold182 sold,397,238.0,Alimentação,Cachorro
portable dog water bottle foldable pet feeder bowl water bottle pets outdoor travel drinking dog bowls drink bowl dogs bpa free,portable dog water bottle foldable pet feeder bowl water bottle pets outdoor travel drinking dog bowls drink bowl dogs bpa free,portable dog water bottle,4.6,21,249 sold,324,249.0,Alimentação,Cachorro
portable dog water bottle food and water container for dog pets feeder bowl outdoor travel drinking bowls water dispenser,portable dog water bottle food and water container for dog pets feeder bowl outdoor travel drinking bowls water dispenser,portable dog water bottle,4.8,5686,"1,000+ sold",5186,1000.0,Alimentação,Cachorro
portable dog water bottle for small large dogs bowl outdoor walking puppy pet travel water bottle cat drinking bowl dog supplies,portable dog water bottle for small large dogs bowl outdoor walking puppy pet travel water bottle cat drinking bowl dog supplies,portable dog water bottle,4.8,6681,244 sold324 sold78 sold,510,646.0,Alimentação,Cachorro
portable dog&cat water bottle dispenser for small large dogs foldable outdoor hiking drinking bowl french bulldog pet supplies,portable dog&cat water bottle dispenser for small large dogs foldable outdoor hiking drinking bowl french bulldog pet supplies,portable dog&cat water bottle,3.3000000000000003,3684,3 sold66 sold8 sold,42,77.0,Alimentação,Cachorro
portable double cat bowls pet water food feeder food container drink bowls for small animals indoor cats puppy kitten supplies,portable double cat bowls pet water food feeder food container drink bowls for small animals indoor cats puppy kitten supplies,portable double cat bowls,4.7,40,53 sold,24,53.0,Alimentação,Cachorro
portable folding pet bowl silicone feeders with hanging hook pet supplies dog cat food bowl,"cuenco plegable portátil para mascotas, alimentadores de silicona con gancho colgante, artículos para mascotas, comida para perros y gatos",portable folding pet bowl,4.7,1018,418 Vendidos,141,418.0,Alimentação,Cachorro
portable folding pet tent cat house cage for cats pet dog tent playpen puppy kennel fence outdoor small dogs house pet supplies,portable folding pet tent cat house cage for cats pet dog tent playpen puppy kennel fence outdoor small dogs house pet supplies,portable folding pet tent,5.0,2186,36 sold,10445,36.0,Outros,Cachorro
portable indoor sand shovels durable plastic practical cleaning cat pet litter scoop shovel pets supplies large scooper,portable indoor sand shovels durable plastic practical cleaning cat pet litter scoop shovel pets supplies large scooper,portable indoor sand shovels,4.3,37,33 sold,21,33.0,Higiene,Gato
"portable outdoor pet litter pocket, pet waste bag dispenser, hanging clip, dung bags, storage box, pet cleaning products",المحمولة الحيوانات الأليفة في الهواء الطلق جيب القمامة ، الحيوانات الأليفة كيس النفايات موزع ، مشبك معلق ، أكياس الروث ، صندوق تخزين ، منتجات تنظيف الحيوانات الأليفة,portable outdoor pet litter,4.8,418,900+ تم البيع,384,900.0,Higiene,Outros
portable pet deodorizer home air purifier negative ion generator for toilet cat litter box cleaning pet odor cleaning supplies,portable pet deodorizer home air purifier negative ion generator for toilet cat litter box cleaning pet odor cleaning supplies,portable pet deodorizer home,4.3,11,296 sold,701,296.0,Higiene,Gato
portable pet dog car seat central control nonslip dog carriers safe car armrest box booster kennel bed for small dog cat travel,portable pet dog car seat central control nonslip dog carriers safe car armrest box booster kennel bed for small dog cat travel,portable pet dog car,4.9,19128,49 sold,9187,49.0,Conforto,Cachorro
portable pet dog poop bag dispenser pick-up bags holder with rope cleaning waste garbage box,portable pet dog poop bag dispenser pick-up bags holder with rope cleaning waste garbage box,portable pet dog poop,5.0,141,22 sold,30,22.0,Higiene,Cachorro
portable pet dog water bottle travel cup outdoor feeder dispenser drinking bowl pet supply for small large dog puppy cat,portable pet dog water bottle travel cup outdoor feeder dispenser drinking bowl pet supply for small large dog puppy cat,portable pet dog water,5.0,8,8 sold,4,8.0,Alimentação,Cachorro
"portable pet garbage bag dispenser, creative silicone dog toilet pick up bag carrier for outdoor cleaning supplies","portable pet garbage bag dispenser, creative silicone dog toilet pick up bag carrier for outdoor cleaning supplies",portable pet garbage bag,5.0,83,16 sold,9,16.0,Higiene,Cachorro
"portable pet playpen door, cage diy metal wire supplies, expandable, wire fence for puppy turtle","portable pet playpen door, cage diy metal wire supplies, expandable, wire fence for puppy turtle","portable pet playpen door,",5.0,22,32 sold,102,32.0,Outros,Cachorro
portable pet puppy cat pick up poop bag dispenser dog poop waste holder outdoor garbage organizer pets supplies garbage bags,portable pet puppy cat pick up poop bag dispenser dog poop waste holder outdoor garbage organizer pets supplies garbage bags,portable pet puppy cat,4.7,2424,200 sold,44,200.0,Outros,Cachorro
portable pet traction belt adjustable dog d-rings bathing band dog harness grooming belly strap pet grooming set pet supplies,portable pet traction belt adjustable dog d-rings bathing band dog harness grooming belly strap pet grooming set pet supplies,portable pet traction belt,4.7,327,362 sold,460,362.0,Acessórios,Cachorro
portable pet water food feeder bowl convenient collapsible feeding water for dog puppy cat outdoor folding bowl pet supplies,portable pet water food feeder bowl convenient collapsible feeding water for dog puppy cat outdoor folding bowl pet supplies,portable pet water food,5.0,9,27 sold,16,27.0,Alimentação,Cachorro
portable poop scooper with build in bag dispenser light weight claw waste picker for dogs pet cleaner tool,portable poop scooper with build in bag dispenser light weight claw waste picker for dogs pet cleaner tool,portable poop scooper with,4.6,7,131 sold,829,131.0,Higiene,Cachorro
portable three sided pet toothbrush multi-angle dog brush addition bad breath teeth care dog cat cleaning mouth toothbrush,portable three sided pet toothbrush multi-angle dog brush addition bad breath teeth care dog cat cleaning mouth toothbrush,portable three sided pet,4.8,135,245 sold,94,245.0,Higiene,Cachorro
portable training bag dog pet snack bag strong wear resistance large capacity puppy snack reward waist bag for dog cat,portable training bag dog pet snack bag strong wear resistance large capacity puppy snack reward waist bag for dog cat,portable training bag dog,4.8,90,75 sold,47,75.0,Alimentação,Cachorro
practical pet dog poop bag dispenser waste garbage holder dispensers poop bags set dogs trash pets clean accessories,practical pet dog poop bag dispenser waste garbage holder dispensers poop bags set dogs trash pets clean accessories,practical pet dog poop,0.0,10549,6 sold,23,6.0,Higiene,Cachorro
premium felt cat bed cave - handmade 100% merino wool bed for cats and kittens,premium felt cat bed cave - handmade 100% merino wool bed for cats and kittens,premium felt cat bed,0.0,480,0 sold0 sold,1,0.0,Conforto,Gato
press type silicone dog brush control flow rate shampoo puppycat washing dispenser pet grooming brush massage shower bath brush,press type silicone dog brush control flow rate shampoo puppycat washing dispenser pet grooming brush massage shower bath brush,press type silicone dog,4.8,70,150 sold,109,150.0,Higiene,Cachorro
printed pet waste bag 15pcs/roll dog cleaning convenient pooper scooper pick up bag small rolls outdoor clean pets supplies,printed pet waste bag 15pcs/roll dog cleaning convenient pooper scooper pick up bag small rolls outdoor clean pets supplies,printed pet waste bag,4.5,18,222 sold,56,222.0,Higiene,Cachorro
professional pet deshedding brush 2 sided dematting dog comb cat brush rake puppy grooming tools undercoat shedding flying hair,professional pet deshedding brush 2 sided dematting dog comb cat brush rake puppy grooming tools undercoat shedding flying hair,professional pet deshedding brush,4.8,1403,"1,000+ sold",5585,1000.0,Conforto,Cachorro
professional pet deshedding brush dog hair remover pet fur knot cutter puppy cat comb brushes dogs grooming shedding supplies,professional pet deshedding brush dog hair remover pet fur knot cutter puppy cat comb brushes dogs grooming shedding supplies,professional pet deshedding brush,4.933333333333334,4557,"4,000+ sold125 sold144 sold",6647,4269.0,Higiene,Cachorro
puppies dog harness leash pet adjustable vest leash collar for puppy best selling dog harness and leash set dog accessories,puppies dog harness leash pet adjustable vest leash collar for puppy best selling dog harness and leash set dog accessories,puppies dog harness leash,4.6,364,142 sold,218,142.0,Acessórios,Cachorro
puppy accessories pet supplies wool puppy scarves pet cat scarves keep warm in autumn winter pet supplies pet scarves product,puppy accessories pet supplies wool puppy scarves pet cat scarves keep warm in autumn winter pet supplies pet scarves product,puppy accessories pet supplies,5.0,62,25 sold,58,25.0,Outros,Cachorro
puppy big pet dog cat for bath brush massage with soap soft safety silicone shampoo for dogs cats clean bath tools,puppy big pet dog cat for bath brush massage with soap soft safety silicone shampoo for dogs cats clean bath tools,puppy big pet dog,4.7,1101,131 sold,358,131.0,Higiene,Cachorro
puppy dog cat squeaker toys soft plush pet stuffed little toy for small dogs chihuahua pomeranian gift happy time pet supplies,puppy dog cat squeaker toys soft plush pet stuffed little toy for small dogs chihuahua pomeranian gift happy time pet supplies,puppy dog cat squeaker,4.8,11823,56 sold,40,56.0,Brinquedos,Cachorro
